N,P,K,temperature,humidity,ph,rainfall,ec,label
81.0,34.0,30.0,25.17787724,62.26244581,6.6477659970000005,135.0119649,0.39,coffee
28.0,123.0,198.0,23.46260321,91.45665004,5.682751473,111.7763395,1.66,apple
28.0,70.0,21.0,25.39038396,60.4989659,7.437373666,39.18374505,0.45,lentil
29.0,36.0,25.0,28.28511547,88.4393979,7.130278657000001,48.56690235,1.07,mungbean
52.0,60.0,79.0,19.45339934,18.23490739,8.380185271,75.6317566,0.91,chickpea
18.0,26.0,31.0,32.611261400000004,47.74916499,5.418475257000001,91.10190759,0.35,mango
54.0,61.0,77.0,18.81198127,15.21618225,6.206582192999999,77.54294240000002,0.44,chickpea
3.0,56.0,17.0,28.19912143,53.50567601,8.709291687999999,52.13580529,0.85,mothbeans
31.0,13.0,33.0,29.69952329,95.21224392,6.342463714,148.30036919999995,1.31,coconut
34.0,21.0,42.0,18.75927679,89.93457597,6.648687273999999,111.0196744,1.69,pomegranate
43.920876576571544,19.433316109110727,38.063931532763995,27.88235534547206,94.68159816862439,6.137729908289755,211.96910028423875,1.2513190245551842,coconut
9.0,10.0,10.0,22.3551049,93.52211892,6.010391864,101.5164589,1.67,orange
6.0,128.0,200.0,25.96308415,82.57813624,5.838748311,70.31782647,1.08,grapes
111.0,5.0,55.0,26.283443,84.42478917,6.520663422,50.78669728,0.78,watermelon
0.0,18.0,14.0,29.77149434,92.00719952,7.207991261,114.41617859999998,1.62,orange
40.0,58.0,75.0,18.59190771,14.77959596,7.168096055,89.60982451,1.28,chickpea
17.0,73.0,18.0,19.50112224,34.51086611,5.632353113,197.3752649,1.43,pigeonpeas
22.0,51.0,16.0,27.96583691,61.34900107,8.639586199,70.10472076,1.37,mothbeans
4.0,19.0,43.0,18.07132963,93.14554876,5.7794274020000005,106.3602023,0.42,pomegranate
38.0,132.0,197.0,20.42094753,81.54185044,5.931101816,66.93065667,0.39,grapes
5.0,29.0,44.0,21.02432943,93.0569505,5.578095745,104.7847006,1.15,pomegranate
23.0,138.0,195.0,22.49095104,91.70292746,5.7959857160000015,124.3915101,0.33,apple
107.0,72.0,45.0,28.14938935,81.54448882,5.790768046,91.40508414,1.76,banana
77.0,52.0,17.0,24.86374934,65.7420046,5.714799723,75.82270467,0.43,maize
107.0,34.0,32.0,26.77463708,66.4132686,6.78006386,177.7745075,0.95,coffee
94.0,50.0,19.0,23.30355338,73.62548442,5.873242491,97.59081274,0.53,maize
105.04518568176792,62.392104034511824,24.647233330386136,23.476045075586992,75.64911925190316,7.7763645241751576,71.43652275664277,0.19833517587113866,cotton
87.0,44.0,43.0,23.87484465,86.79261344,6.718725189,177.5147313,1.61,jute
14.059069910183503,29.4481650009214,27.68656480922398,25.378208099961764,92.17043911889256,5.530457751242744,169.04860901587205,0.7782789998185066,coconut
33.0,139.0,203.0,33.34214482,82.51034633,5.693287415,70.68098614,0.61,grapes
78.0,58.0,15.0,25.00933355,67.816568,6.5286312660000005,62.91359494,1.11,maize
123.0,44.0,21.0,25.78544484,75.00539324,7.6411165689999985,91.39578861,1.7,cotton
107.55713981894581,65.27619939256523,18.432878672840715,22.72651362694719,76.50310092340585,6.953096508834863,103.78214873361381,1.9124885934249916,cotton
38.0,24.0,33.0,28.28905147,97.00396405,5.973853124,142.9403233,0.18,coconut
67.0,41.0,40.0,25.84879500000001,87.81661683,7.333143205,152.6194403,1.37,jute
84.0,27.0,29.0,23.32293161,53.00366334,7.167092586,168.26442869999997,0.25,coffee
52.0,58.0,16.0,30.64095781,61.14508627,7.167435834,71.36947525,0.16,blackgram
58.0,66.0,79.0,20.99373558,19.33470387,8.718192847000001,93.55280105,1.14,chickpea
22.79313998013318,22.902931297010365,29.796039766423675,25.899383232875532,92.27162440053522,5.817300786822864,146.19834132482762,0.527932763165373,coconut
8.0,28.0,37.0,23.88404783,86.20613842,6.082571701,108.3121789,0.95,pomegranate
2.0,131.0,199.0,22.47420512,91.22759742,6.017370134,124.2179699,0.53,apple
26.89698969735087,27.323846048078288,18.8815619077466,32.26604268901203,93.7127122409567,6.930424228297693,112.72887609052526,1.6437279962203597,orange
16.0,56.0,17.0,33.80020039,40.03262418,7.445444882999999,176.6165894,1.91,pigeonpeas
85.0,35.0,32.0,26.24928198,54.28617819,6.854011265,133.1120232,1.04,coffee
112.0,25.0,51.0,25.04746944,85.5667282,6.932537231,56.72496677,0.96,watermelon
31.926111659324068,77.56584810255038,91.86655052152445,17.70859676233227,14.81078608502564,7.774200763574521,71.93515899233972,1.5605078778153352,chickpea
18.358270792565545,64.74280388240128,84.07656772686819,20.33745761942766,18.65112347081126,8.400115320016521,86.0467740901791,0.5272947134992313,chickpea
13.0,69.0,19.0,17.30844532,20.01730914,5.86390397,115.199245,0.44,kidneybeans
11.0,132.0,197.0,15.99050693,81.23966573,5.7343170070000005,74.40198861,1.56,grapes
30.0,64.0,20.0,33.8642935,61.57072498,6.573531614,68.02199825,1.64,blackgram
32.0,48.0,18.0,26.45707778,56.40226277,5.993513566,64.16167699,1.27,mothbeans
20.0,41.0,20.0,29.27308605,89.4875022,7.073048264,50.9246554,0.43,mungbean
21.0,80.0,20.0,28.20667264,68.27085245,7.350869792,64.32887142,0.34,blackgram
35.69797487644834,12.833723731273203,13.641585308780586,26.963138791922404,90.06118247169613,7.630066936629565,105.75681086824922,0.9692157067771909,orange
102.0,14.0,52.0,26.79489868,89.64815231,6.51075991,57.74091817,1.1,watermelon
35.0,135.0,199.0,21.77466746,80.54942557,6.400719746,69.39630398,0.18,grapes
88.0,52.0,39.0,23.92887902,88.07112278,6.880204617,154.6608736,1.2,jute
81.0,16.0,45.0,26.90435747,86.25426228,6.727468157000001,59.75980023,0.57,watermelon
82.0,40.0,40.0,23.83067496,84.81360127,6.271478837999999,298.5601175,1.83,rice
18.0,55.0,23.0,21.9989826,56.31006755,6.98571967,136.82743119999998,1.81,pigeonpeas
84.0,36.0,28.0,26.7350622,55.55164819,6.119892347,140.63052130000003,0.37,coffee
0.0,17.677286644748083,22.575332622008638,26.977923503505725,99.63544479665592,5.631655254934908,130.06078660553044,1.3229629990132792,coconut
26.0,37.0,30.0,35.39986338,49.45962621,6.166173833999999,97.41054011,1.77,mango
13.0,47.0,20.0,29.21780035,87.93724219,6.54450214,43.1386631,0.45,mungbean
43.0,66.0,79.0,19.46233971,15.22538951,7.976607593,74.58565097,1.41,chickpea
38.0,36.0,21.0,28.02952623,84.8845732,6.5563729660000005,36.12042927,1.65,mungbean
112.0,49.0,25.0,25.68959532,77.90621048,6.470135478,66.19426787,0.83,cotton
38.0,77.0,22.0,28.234829,69.3159965,6.313284267999999,35.36831423,0.17,lentil
70.0,65.0,52.0,30.42012134,93.12659793,6.583528529,75.95295,1.03,papaya
35.0,30.0,34.0,28.2974764,95.41122824,6.141502001,182.4482352,1.41,coconut
27.603735824832807,72.28557490580957,68.40158137680228,19.128319957906974,15.175693716662506,6.813834901519159,97.22082801813626,1.583333901273633,chickpea
83.0,95.0,50.0,26.51682337,77.79913575,5.50947065,108.8547508,1.75,banana
99.0,39.0,18.0,19.20129357,68.30578978,6.11275104,87.85092352,1.39,maize
30.0,137.0,200.0,22.91430043,90.70475565,5.603413172000001,118.6044645,0.14,apple
21.0,20.0,31.0,25.60033702,99.7240104,5.855457599,165.82487319999996,0.86,coconut
60.0,58.0,51.0,42.07213781,92.92203105,6.840802254,165.7412972,0.89,papaya
6.0,125.0,204.0,27.92004934,82.93262435,5.7335398070000005,69.92092839,1.18,grapes
6.0,30.0,40.0,22.77035608,91.45498527,6.36137446,106.9659201,0.75,pomegranate
83.0,21.0,28.0,25.5674832,60.49244602,7.466900682999999,190.2257843,1.06,coffee
101.0,17.0,47.0,29.49401389,94.72981338,6.185053234,26.30820876,1.27,muskmelon
71.0,52.0,43.0,26.47549543,73.96164569,6.732826127,180.2513601,0.82,jute
27.0,21.0,30.0,35.3915464,52.48823147,5.061081874,91.22881052,1.41,mango
14.0,67.0,15.0,19.56376468,24.67385131,5.690065688,139.2921004,1.58,kidneybeans
1.0250050256284609,28.93452946231878,18.046280247810465,20.245793766117156,85.11601363058257,6.259979626000505,121.2324133568166,0.1,orange
109.0,31.0,27.0,23.05951896,50.40609436,6.973839707000001,164.4971875,1.73,coffee
59.18416243739531,77.5539868615198,89.66806883854358,21.883749694263916,23.931693886700653,8.093968183156399,59.487029312964324,1.1993468962086236,chickpea
17.0,58.0,20.0,28.06642822,85.91625451,6.42937879,39.23831035,0.92,mungbean
25.0,57.0,24.0,27.65472156,58.59986279,6.974978386,36.94255012,1.9,mothbeans
31.0,60.0,24.0,25.40474421,65.8567539,7.722335992,51.92057267,0.86,lentil
50.32848789759164,50.99339251088641,48.37221273846929,25.10071363689486,90.58429932374456,6.680732601292859,203.83905714844502,0.8991395813346691,papaya
35.0,48.0,15.0,27.10818093,87.45126690000002,6.981758362000001,55.03723979,1.39,mungbean
40.0,65.0,49.0,35.32876402,91.06138506,6.678449317999999,163.9069365,1.95,papaya
30.329021444179062,58.05381807125986,91.47785261912654,19.0120618739054,19.630060555086196,7.659954993361519,101.34596455288853,0.8543468846595604,chickpea
25.0,21.0,11.0,32.23797837,90.15406807,6.460044777999999,104.7052254,0.68,orange
35.0,71.0,17.0,29.89286629,66.35375127,6.931924962999999,198.1403003,0.77,pigeonpeas
9.0,38.0,25.0,34.58561471,50.34035336,5.497946899,100.3060719,0.59,mango
36.0,29.0,13.0,20.68185224,90.91510525,7.829507245,109.7513927,1.87,orange
33.0,73.0,23.0,29.23540524,59.38967583,5.985792703,103.3301803,1.06,pigeonpeas
121.0,47.0,16.0,23.60564038,79.29573149,7.7232401510000015,72.49800885,0.72,cotton
22.0,43.0,24.0,25.42517036,53.22082660000001,4.52363558,46.19374559,0.21,mothbeans
56.714169633272604,58.1906478536063,61.06791570509656,32.0064238041541,94.11195837053755,6.735264733005266,226.86765974877716,1.2254575141409008,papaya
21.696549365278827,14.53489962508428,4.5530241754975584,18.371561248730796,90.56506777013936,6.590794765570199,99.35200109879621,1.2258221352963825,orange
60.87962680089434,70.72405444390876,62.14047089775225,42.224599399525424,94.39920398138877,6.667565147433147,81.08843536557369,1.6582922329325565,papaya
36.0,7.0,37.0,19.8671184,86.35590206,5.782435567,108.3168858,1.29,pomegranate
63.0,42.0,21.0,23.26237612,72.33125523,5.798423907999999,67.10225139,1.88,maize
19.0,65.0,25.0,18.09551014,18.29318436,5.6250964460000015,144.7902323,1.46,kidneybeans
78.0,40.0,38.0,26.46428311,83.85642678,7.549873681,248.2256491,1.17,rice
87.0,21.0,52.0,27.350629600000005,94.29119509999998,6.067665497999999,27.21244021,0.81,muskmelon
48.0,65.0,78.0,17.43732714,14.33847406,7.861128148,73.0926704,1.56,chickpea
11.0,41.0,19.0,26.85911286,41.81420849,5.131779302,44.13827124,1.22,mothbeans
85.0,89.0,51.0,29.21144871,84.70189923,6.1581644220000005,108.5501443,0.54,banana
60.0,46.0,22.0,24.89364635,65.61418761,6.625404347999999,87.9298085,1.89,maize
2.0,21.0,44.0,18.92157197,87.31290342,6.56893406,102.8013275,0.61,pomegranate
117.0,79.0,49.0,25.40909896,82.36208097,6.176644228,112.9794804,0.75,banana
30.0,120.0,200.0,38.06099482,82.24729637,6.234904253,65.70148216,1.97,grapes
2.0,24.0,38.0,24.55981624,91.63536236,5.922935513,111.9684622,0.49,pomegranate
67.0,35.0,22.0,23.30546753,63.24648023,6.385684213999999,108.7603001,1.48,maize
71.0,60.0,22.0,26.07470121,59.37147589,6.2048017,85.75692395,0.74,maize
111.0,5.0,52.0,29.8843055,94.0371147,6.135996372,21.0000988,0.19,muskmelon
20.0,60.0,78.0,18.17234999,14.70085967,6.358740355,90.7760707,0.42,chickpea
119.0,30.0,28.0,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,1.73,coffee
30.0,37.0,25.0,29.89129144,80.14487166,7.120032489,54.7960127,0.45,mungbean
13.0,61.0,24.0,18.29783597,69.6897615,7.629910252999999,49.39111479,0.11,lentil
104.0,25.0,51.0,28.96361426,93.88482153,6.469983276000002,23.56130173,1.03,muskmelon
83.0,10.0,53.0,24.92994759,85.00802358,6.195142279,48.75859458,0.84,watermelon
27.0,72.0,17.0,28.98039357,57.23265151,6.347929353,120.7435664,1.3,pigeonpeas
61.37440410395857,64.33922265911713,57.340279437301504,42.82260878171419,93.17823185349167,6.645279507205197,129.76156894472416,0.8199024863210574,papaya
105.56679603731884,45.494003879478704,29.222465927585286,22.362144926328547,72.54221766090902,7.615673950893483,57.470143622668516,0.5706224246453122,cotton
37.0,23.0,28.0,25.61294367,94.3138837,5.7400545670000005,224.3206759,1.5,coconut
16.964704082258667,33.550807247690386,0.0,33.67770808332719,94.67462349928954,7.3767894512166805,108.27751560476061,0.1,orange
38.0,135.0,203.0,23.76121837,93.661643,5.9655513110000005,100.825956,1.04,apple
83.0,11.0,53.0,29.54097171,92.91778307,6.163921247999999,21.9653077,1.69,muskmelon
118.0,21.0,34.0,24.38534644,64.72543073,7.234258375,119.6324109,0.12,coffee
59.70431777600707,51.460357166354854,74.2648788195212,18.57170799030626,22.413066337219757,8.068488007430174,91.155240940383,0.7559981701406845,chickpea
27.0,30.0,31.0,28.98545306,90.73966792,5.718120393,148.8398374,1.06,coconut
12.0,80.0,19.0,21.91041045,65.21662467,5.962001484,36.10211371,0.56,lentil
87.0,23.0,28.0,26.22367404,62.26594559,6.979590627,193.7461968,1.0,coffee
95.0,26.0,45.0,29.91690582,94.55695552,6.117530021,28.16057247,1.36,muskmelon
40.0,16.0,35.0,31.89356292,49.02450149,6.4841522000000005,89.59371481,0.3,mango
18.71501745362974,9.424314190336261,0.0,13.619678006122061,88.69941412157002,7.412312043547589,96.59881060789027,0.8231553926199882,orange
27.0,138.0,201.0,23.66682067,93.90191078,5.952367662,105.4004751,1.26,apple
37.0,24.0,13.0,19.14381903,90.71037456,7.8546243,108.0230792,1.05,orange
25.0,68.0,77.0,20.09340593,15.11279612,7.701446446,85.74904898,1.18,chickpea
39.0,69.0,53.0,25.9300384,93.02357765,6.964955435,241.8202079,1.31,papaya
38.0,14.0,37.0,21.80523051,94.63612858,6.658402594,102.6488846,1.0,pomegranate
28.0,23.0,28.0,30.01821337,50.09831810000001,5.676032581,96.08745082,1.45,mango
18.0,74.0,15.0,24.9035819,22.27512704,5.70836603,146.4727237,0.47,kidneybeans
23.0,70.0,15.0,34.600824700000004,63.11296779,7.403623355,60.41790253,1.82,blackgram
32.34047898008292,3.432844455265077,3.6377118398953376,14.847970680722817,91.8827130456596,6.06625401648277,87.67957635860806,0.6948607237612489,orange
88.0,78.0,45.0,29.10403455,79.19588629,6.324270089,92.07835761,1.0,banana
23.0,6.0,33.0,29.18032562,92.73041222,6.025789594,204.9603677,1.64,coconut
49.0,76.0,18.0,27.05365239,67.7017527,7.393631868,60.4693835,0.67,blackgram
52.0,70.0,16.0,33.66855394,66.60416867,7.534811832999999,67.32520551,1.77,blackgram
11.0,46.0,24.0,27.65280218,89.80650642,6.459252023,56.52558045,1.12,mungbean
71.0,35.0,24.0,22.27373646,59.52193158,5.826426917,67.96704792,0.18,maize
7.0,126.0,203.0,16.76201707,82.00335557,5.662140095,73.28712806,0.54,grapes
20.0,142.0,196.0,10.89875873,80.01639435,6.207600782999999,68.69420397,1.34,grapes
8.0,16.0,6.0,12.22816189,90.26457428,7.106650373,108.4161706,1.36,orange
109.0,91.0,53.0,29.66727337,83.51014178,6.010095852999999,110.2511102,1.78,banana
63.0,41.0,45.0,25.29781791,86.88705350000002,7.121933578999999,196.6249511,1.82,jute
57.58260297174211,51.942868438370574,72.65972440560165,18.958823168722272,16.345261415105988,8.862467760115933,71.65774126423187,1.8003523575973441,chickpea
95.0,37.0,35.0,27.31317116,68.42333909999999,6.348337518999998,192.4288139,1.69,coffee
92.0,7.0,48.0,26.27520631,86.63249555,6.956508826,54.38748495,1.57,watermelon
42.0,60.0,47.0,33.46873719,92.12746225,6.834808347999999,136.8277041,1.01,papaya
36.0,43.0,21.0,28.36319404,84.8593608,7.140437859,52.93031105,0.27,mungbean
64.08772437332051,60.8135110559795,59.358079929765715,35.74860027123539,95.29240533937767,7.082434082950583,152.83609460849502,0.12457157792491758,papaya
91.0,94.0,46.0,29.36792366,76.24900101,6.149934034,92.82840911,0.45,banana
80.0,15.0,28.0,23.11438731,68.00096043,6.703270635,161.8944624,0.94,coffee
22.0,36.0,16.0,30.58139475,50.77148138,8.18422855,64.58559639,0.77,mothbeans
90.0,49.0,21.0,24.84016732,68.3584573,6.4725232870000005,74.05474936,0.41,maize
14.0,75.0,24.0,24.54757829,57.3414485,6.436160044,118.3606557,1.21,pigeonpeas
103.0,42.0,17.0,24.29470232,84.61527627,6.527541661,81.05902285,1.59,cotton
35.0,18.0,26.0,31.99490489,50.84881347,5.279388967,97.38741498,1.04,mango
24.0,37.0,21.0,30.573999,58.22686794,5.818219385,62.74803826,0.62,mothbeans
28.0,68.0,19.0,34.63880966,61.38597868,7.69950698,72.43169115,1.52,blackgram
27.0,71.0,23.0,23.45379018,46.48714759,7.10959773,150.87122019999995,0.29,pigeonpeas
76.0,60.0,39.0,20.0454142,80.3477562,6.766240045,208.5810155,1.57,rice
35.0,57.0,83.0,19.48316794,17.44534641,7.476800943,80.4986291,0.81,chickpea
119.0,9.0,50.0,26.74550678,83.9195902,6.251286661,40.794305,1.65,watermelon
18.0,14.0,11.0,28.04799508,90.00621688,6.550814117000001,117.1311498,1.25,orange
79.10977572744004,61.32128234259944,54.08404995614473,30.82883397198832,87.85298289580064,6.710856211411506,64.35720317722112,1.084719235470098,papaya
36.0,65.0,80.0,18.2872007,16.67921616,6.051091339,74.87445574,1.95,chickpea
5.0,23.0,15.0,25.66901098,92.04670813,7.408939392000001,112.5424199,0.23,orange
8.0,120.0,201.0,21.18667419,91.13435689,6.321152192,122.233323,0.75,apple
124.07877670655472,32.419005693667295,14.122653600146075,26.075958176733756,86.05487978961487,6.642460032315961,88.46395263130947,1.048576509911197,cotton
81.54620678712708,54.32573082967028,51.52162849218086,25.27764066179981,93.2312917048857,6.650161524655337,64.01552959321916,1.4127639085474601,papaya
103.0,16.0,49.0,24.06731461,81.64075303,6.915717008,51.75212401,1.51,watermelon
30.0,127.0,204.0,22.50050273,92.45878335,6.126436584,100.9343903,0.88,apple
37.627409600924665,63.00760749424658,47.77865848477051,41.23269215305404,92.39522730141634,6.978260520448658,129.48774003074283,0.33451745052459864,papaya
31.0,48.0,45.0,40.78881819,92.90951393,6.563134737,132.7923586,1.42,papaya
46.53056015731462,74.77148144002267,85.2906489531621,20.316064258646403,18.804187502647714,6.128973657005315,67.33440043825561,0.26605775473181353,chickpea
82.0,18.0,48.0,29.09588297,94.16748386,6.1590508160000015,26.70581328,0.96,muskmelon
58.0,63.0,81.0,19.81344531,14.69765308,6.515499548999999,78.96514709,1.34,chickpea
37.0,18.0,12.0,10.2708877,90.19147747,7.401121811,106.69552040000002,0.87,orange
16.0,51.0,21.0,31.01963639,49.97675220000001,3.532008668,32.81296548,0.18,mothbeans
10.0,18.0,35.0,27.79797651,99.64573002,6.381975465,181.6942283,0.76,coconut
83.0,94.0,47.0,27.39872329,81.10523402,6.469370954,112.1355384,1.56,banana
130.97218958829419,34.79306730192564,21.568383648863318,27.34647978077169,87.31181444062358,5.938843732860906,98.59286185453917,1.4494408261584488,cotton
109.0,12.0,48.0,29.45771748,92.12534736,6.708743843,20.76212031,1.87,muskmelon
116.0,56.0,17.0,24.71252544,77.7293114,7.979090365,85.24963302,1.02,cotton
36.0,128.0,204.0,25.23542319,80.68700527,5.695792761,67.03840888,1.58,grapes
12.0,142.0,203.0,31.3115978,82.56407013,5.972850837999999,65.01095312,1.01,grapes
1.0,48.0,24.0,29.34594634,85.60472562,6.232836962,59.03629954,1.05,mungbean
24.128853566781,87.9105793845867,85.19134875446963,16.98488089515914,13.377633970331509,7.305135917540515,87.24286765461102,1.3090460018567787,chickpea
47.64967052176747,66.90553353812317,71.67111771192896,19.857422768599875,14.67791499877166,7.858061346659291,89.35843137838113,1.376910483403682,chickpea
34.0,68.0,51.0,27.34734861,94.17756725,6.687088097999999,40.35153141,1.29,papaya
25.0,78.0,76.0,17.48042641,15.7559405,7.228963452,66.96980581,1.33,chickpea
41.0,62.0,15.0,29.38400259,64.14928485,7.358974541,65.24194361,0.69,blackgram
6.0,123.0,203.0,12.7567962,81.62497448,6.130310493,66.77844567,0.62,grapes
34.0,54.0,24.0,31.2119298,41.55934359,5.026003659,68.80141783,1.96,mothbeans
13.383546258593373,11.896787686698682,0.7608018935943335,25.24411318729151,92.60367609323468,7.53684745438637,98.70495186616249,0.9491008838413081,orange
39.0,24.0,39.0,23.65374106,93.32657504,6.431265737,109.8076178,1.91,pomegranate
58.0,75.0,25.0,25.25596239,61.36669662,7.261791753,68.64685069,1.18,blackgram
8.0,58.0,17.0,28.75273118,69.15640149,7.286049977999999,35.15426171,0.32,lentil
31.51438922963156,72.31368233332654,49.14444087725024,41.33609901968937,86.1115053452552,6.738930124102376,232.23209092240677,0.1,papaya
100.0,32.0,26.0,25.234661,57.53161469,6.043485685,124.2261737,1.78,coffee
25.995876640432293,17.0532386554182,37.96987665703441,28.484124325334268,92.15173891511591,5.771091360499223,169.73538015507,0.6442320581403315,coconut
11.0,143.0,197.0,22.98458907,93.3204487,5.875718516,122.1952483,1.46,apple
5.365141362086808,19.367671674090932,3.60987055553378,35.24774258083665,90.11555439037531,7.404205275899934,121.4288839051353,0.8486928784827801,orange
90.0,39.0,43.0,24.44743944,82.286484,6.7693455,190.9684885,1.62,jute
80.0,18.0,52.0,27.87317436,91.14849627,6.484799661,24.05207925,1.63,muskmelon
101.0,87.0,54.0,29.07311132,76.50045221,6.376756632999999,100.1692639,1.98,banana
18.0,30.0,29.0,26.762749300000007,92.86056895,6.4200187170000005,224.5903664,1.92,coconut
23.0,37.0,24.0,28.77833449,44.2252605,7.991902443,33.95825723,0.93,mothbeans
29.0,45.0,16.0,28.43683487,87.91332682,6.583381939,43.12063289,0.56,mungbean
117.5769216881779,45.62697161553657,19.21182759963677,20.47536506241419,84.42734400187578,6.9036611823043375,69.84513493564428,1.423034757230104,cotton
122.0,40.0,17.0,24.96440768,81.31677618,6.854558957,80.03995829,0.72,cotton
105.0,93.0,46.0,25.01018457,78.76260938,5.760457558,108.3690513,1.07,banana
36.0,67.0,20.0,20.39078312,60.47528931,6.924042372000001,53.31508572,0.39,lentil
37.0,65.0,16.0,22.8352024,18.97267518,5.683548308,63.59276673,1.82,kidneybeans
20.0,79.0,77.0,18.54988627,16.02542689,7.64867466,76.32565249,0.28,chickpea
93.0,47.0,37.0,21.53346343,82.14004101,6.500343222000001,295.9248796,1.09,rice
44.0,74.0,85.0,20.18649426,19.63719995,7.150681303,78.26039559,0.83,chickpea
